Title,Rating,Genre,Type,Episode Count,English,Romaji,漢字,Synopsis
Agigongryong Doolie (Movie),5.48,Kids,Movie,1,Baby Titanosaur Dooly: Adventure in the Ice Star,agigonryon・douurii (eiga),アギゴンリョン・ドゥーリー (映画),"The story begins when the frozen Dooly on the tip of an iceberg drifts from South pole to the Han-River in Seoul, Korea. There he is found by Younghee and Chulsoo, and so their adventure begins. 

(Source: Doolynara)"
Ahiru Rikusentai,5.41,"Action, Historical, Kids, Military",Movie,1,Duck Brigade,Ahiru Rikusentai,あひる陸戰隊,Ducks get into a conflict with frogs and start a war.
Ahiru no Otegara,5.15,Adventure,Movie,1,Duck's exploits,Ahiru no Otegara,アヒル の お手柄,
Ai,4.54,"Dementia, Psychological, Romance",Movie,1,Love,ai,アイ,"A short experimental anime about a woman desperately in love. Made by Yoji Kuri, a well-known Japanese indie animator."
Ai City,5.79,"Action, Sci-Fi, Super Power",Movie,1,Love City,ai・shitei,アイ・シティ,"It's sometime in the future and the story starts off with Kei and Ai running for their lives. Ai is a little girl who holds a terrible secret which could destroy the current world. The world is now populated by Headmeters, people who have psychic powers and their strength is shown on their forehead when they fight. However, Kei was an experimental subject and his strength never went above level 5 while other surpasses his ability effortlessly. While escaping, when in desperate moments, Kei could increase his ability to infinity when Ai is in trouble.

The one who's after her have a deep secret, aided by a small dwarflike man living in a robotic suit. Eventually Ai is captured and Kei, a sherlock holmes detective and another Headmeter who was converted to the good side when Kei unleashed his horrible powers through Ai must go and rescue her.

Together they must save Ai and the secret which she holds. What is the secret of Ai? Who is she?

(Source: AniDB)"
Ai Shoujo Pollyanna Story,6.98,"Drama, Historical, Slice of Life",TV,51,Ai Shoujo Pollyanna Story,eotomeporiannamonogatari,愛少女ポリアンナ物語,"Motherless since birth, Pollyanna was an ordinary happy-go-lucky girl, leaving peacefully with her father, the vicar. Then one day her life changes completely when her father dies and she has to live with her aunt whom she has never met before. In the beginning, she seems to be detested by her but as time passes, they develop a very strong bond. 

(Source: ANN)"
Ai Tenchi Muyou!,6.31,"Comedy, Sci-Fi, Shounen",TV,50,Ai Tenchi Muyou!,Ai Tenchi Muyou!,Ai Tenchi Muyou!,"The franchise is celebrating its 20th anniversary with this new project.

Note: The recap episodes are not included in the main episode count and are now included here."
Ai Tenshi Densetsu Wedding Peach,6.77,"Adventure, Comedy, Magic, Romance, Shoujo",TV,51,Wedding Peach,Ai Tenshi Densetsu Wedding Peach,愛天使伝説 ウェディングピーチ,"There are three known worlds—the human world, the angel world, and the devil world. The evil queen Raindevilla yearns to destroy the angel world with help or her many devil minions. The goddess Aphrodite sends an angel to the human world, Limone, to summon three love angels in the form of three school girls, Momoko Hanasaki, Yuri Tanima, and Hinagiku Tamano, who together become Angel Lilly, Angel Daisy, and Wedding Peach. The three girls must fight to overcome the evils of the devils, as well as their own lives, and restore peace to the angel world by gathering all pieces of the Sacred Four Somethings (or Saint Something Four) and defeat the evil queen once and for all.

(Source: ANN)"
Ai no Gakko Cuore Monogatari,6.78,"Drama, Historical, Slice of Life",TV,26,Gakko Cuore Story of Love,Ai no Gakko Cuore Monogatari,愛 の ガッコ クオレ 物語,
Ai no Senshi Rainbowman,7.05,"Action, Adventure, Mecha, Sci-Fi",TV,22,Warrior of Love Line Book W Man,Ai no Senshi Rainbowman,愛の戦士レインボーマン,"In the mountains of India, a man named Takeshi Yamato gains the abilities of the legendary Rainbow Warrior, allowing him to transform into Rainbowman. With this power, he has to stop aliens from invading the earth."
Ai no Wakakusa Monogatari,7.48,"Drama, Historical, Slice of Life",TV,48,Tales of Little Women,Ai no Wakakusa Monogatari,愛の若草物語,"Meg, faithful and gentle, Jo, independent and energetic, Beth, quiet and shy, Amy, amiable and precocious–the four sisters live vigorously and happily at home with their gentle mother while waiting for their father to return from the Civil War. Helping each other, they challenge their fates and grow up to become wonderful women."
Ai no Wakakusa Yama Monogatari,6.45,Comedy,TV,12,Wakakusa Mountain Story of Love,Ai no Wakakusa Yama Monogatari,愛の若草山物語,"The comic story of Shizuka, the eldest daughter, who lives at home, showing no signs of getting married; her mother, who is both annoyed with Shizuka, and at the same time concerned about her window of eligibility; her sister Ikumi, with whom she gets along, even though they fight; and her father, who feels henpecked in this all-female household.

The strange incidents that happen with this family, which otherwise seems completely ordinary, will make you laugh out loud. The original manga is currently serialized in Takeshobo's Manga Club.

The title is a pun on the long running Nippon Animation version of Little Women, ""Ai no Wakakusa Monogatari.""

(Source: AniDB)"
Ai to Yuuki no Pig Girl Tonde Buurin,6.67,"Adventure, Comedy, Fantasy, Magic, Parody, Romance, School, Shoujo",TV,51,Super Pig,Ai to Yuuki no Pig Girl Tonde Buurin,愛と勇気のピッグガール　とんでぶーりん,"""Look! In the sky...It's a bird...It's a plane...It's Super Pig?!""

One fateful day, Karin, a junior-high student, found what she thought was an injured piglet. However, the piglet was just exhausted from hunger. After the piglet regained his health by eating Karin's apple, he revealed that he is a prince, Tonrariano III, from a planet called Booringo. Tonrariano wanted to reward Karin for helping him and so he transformed her into a pig with superpowers. Karin was not at all pleased with the gift because she wanted to become a pretty superheroine like ""Cutey Chao"" (a parody of Cutey Honey), not Super Pig. Reluctantly, she became more interested in her role as Super Pig when she found out that she can turn into someone like ""Cutey Chao"" if she can collect 108 pearls through doing good deeds for other people."
Aikatsu!,7.69,"Music, School, Shoujo, Slice of Life",TV,178,Aikatsu!,Aikatsu!,アイカツ！アイドルカツドウ！,"An idol's brilliance illuminates the dreams of humanity. Starlight Academy, a holy ground for celebrities in training, seeks to realize this belief. Behind its rigorous entrance requirements lie not only the top young stars in the entertainment business, but some of the best memories these students will ever have.

Or so Aoi Kiriya believes. Alongside her best friend Ichigo, Aoi decides to apply for the prestigious private school in hopes of living up to the praise of the biggest idol in the world: Mizuki Kanzaki. As they journey through the numerous laughs, friendships, and heartbreaks that await them, can the two girls light up the lives of others as Mizuki has done for them?

Whether it be chopping down Christmas trees, traversing obstacle courses, or even rock climbing, there's always a playful new adventure to be found in the world of Aikatsu!."
Aikatsu! Movie,7.79,"Music, School, Shoujo, Slice of Life",Movie,1,Aikatsu! Movie,Aikatsu! Movie,劇場版 アイカツ！アイドルカツドウ！,"The story of the anime revolves around Ichigo, who was just a normal middle school student until she suddenly got involved in the world of idols. The film will center on Aikatsu!'s greatest ""Super Live"" concert yet, the Dai Star Miya Ichigo Matsuri. Ichigo prepares for the concert with press conferences, last-minute lessons, and more.

(Source: ANN)"
Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,7.26,"Music, Shoujo",Movie,1,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,aikatsu!myuujikkuawaado minnadeshouwomoratchaimaSHOW!,アイカツ！ミュージックアワード　みんなで賞をもらっちゃいまSHOW！,"An Aikatsu! All-Star awards ceremony will take place. The film will feature songs and stages featured throughout the anime series.

(Source: ANN)"
Air,7.48,"Drama, Romance, Slice of Life, Supernatural",TV,13,Air,kuuki,空気,"Yukito Kunisaki is on a journey in search of the Winged Maiden who was bound to the sky centuries ago, after hearing an old childhood tale from his mother. As Yukito shows his puppet show to people in an attempt to make some money, he finds himself in a small town in which he did not expect to stay very long. However, when he meets an unusual girl named Misuzu, things take a drastic turn as he is invited to stay with her.

By staying in the quaint town, Yukito soon becomes friends with the locals. As he gets to know them better, he learns of their problems and decides to help, putting his search for the Winged Maiden on hold. With his search on hold, and his growing attachment to Misuzu and the small town, will Yukito ever find the Winged Maiden, or is she closer than he thought?"
Air Gear,7.69,"Action, Comedy, Ecchi, Shounen, Sports",TV,25,Air Gear,ea・gia,エア・ギア,"Air Trecks, also known as AT, are motorized and futuristic inline skates that are the new craze taking the nation by storm. Although each AT comes with a speed limiter, a community of daredevils known as the ""Storm Riders"" are brave enough to tamper with the device. Utilizing AT's in underground battles, individual teams wager valuable AT parts or team emblems—their symbol of pride—to dominate the streets.

Living in this era is Itsuki Minami, a middle school student notorious for engaging in street fights. Always wanting to reach heights no one else is able to, the reckless punk will break through any obstacle that stands in his way, alongside his best friends Kazuma Mikura and Onigiri. However, it is when he discovers a pair of Air Trecks in his house that the path to his true desire finally opens: to rule the skies."
