name,lang,confidence,english,japanese,kanji
Asari-chan: Ai no Marchen Shoujo,ja,0.68526566,Asari-chan: Ai's March Shojo,Asari-chan: Ai no Marchen Shoujo,あさりーちゃん： あい の まｒちぇん しょうじょ
Asatte no Houkou.,ja,0.6887621,Directions for the day after tomorrow.,Asatte no Houkou.,明後日 の 方向。
Ashita Genki ni Nare!: Hanbun no Satsumaimo,ja,1.0,Be cheerful tomorrow! : Hanbun sweet potato,Ashita Genki ni Nare!: Hanbun no Satsumaimo,あした げんき に なれ！： はんぶん の さつまいも
Ashita Tenki ni Naare,ja,0.9843674,What will the weather be like tomorrow?,Ashita Tenki ni Naare,明日 天気 に なあれ
Ashita e Attack!,ja,1.0,There was a picture tomorrow!,Ashita e Attack!,明日 絵 あったｃｋ！
Ashita e Free Kick,ja,0.32533118,Ashita e Free Kick,Ashita e Free Kick,Ashita e Free Kick
Ashita no Joe,ja,1.0,tomorrow's joe,Ashita no Joe,明日 の ジョエ
Ashita no Joe (Movie),ja,0.92577213,Tomorrow's Joe (Movie),Ashita no Joe (Movie),明日 の ジョエ （もヴィエ）
Ashita no Joe 2,ja,1.0,Tomorrow's Joe 2,Ashita no Joe 2,明日 の ジョエ ２
Ashita no Joe 2 (Movie),ja,0.92577213,Tomorrow's Joe 2 (Movie),Ashita no Joe 2 (Movie),明日 の ジョエ ２ （もヴィエ）
Ashita no Nadja,ja,0.97579795,Tomorrow's day,Ashita no Nadja,明日 の なｄじゃ
Asobot Senki Gokuu,ja,0.3317092,Asobot Senki Gokuu,Asobot Senki Gokuu,Asobot Senki Gokuu
Asobou! Hello Kitty,en,0.2909662,Asobou! Hello Kitty,Asobou! Hello Kitty,Asobou! Hello Kitty
Astarotte no Omocha!,ja,1.0,Astaro's toy!,Astarotte no Omocha!,あｓたろって の おもちゃ！
Astro Boy: Tetsuwan Atom,ja,0.19412804,Astro Boy: Tetsuwan Atom,Astro Boy: Tetsuwan Atom,Astro Boy: Tetsuwan Atom
Astroganger,en,0.3338718,Astroganger,Astroganger,Astroganger
Asura,en,1.0,Asura,ashura,阿修羅
Asura Cryin,ja,0.42637736,Asura C-rin,Asura Cryin,アスラ Ｃリィン
Asura Cryin 2,ja,0.42637736,Asura C-Lin 2,Asura Cryin 2,アスラ Ｃリィン ２
Asylum Session,en,0.9858742,Asylum Session,boumeisesshon,亡命セッション
Atagoal wa Neko no Mori,ja,1.0,Atago Asia Japanese Cat Forest,Atagoal wa Neko no Mori,愛宕亜ｌ 和 猫 の 森
Atama Yama,ja,0.66903317,head mountain,Atama Yama,頭 山
Atashinchi,ja,0.98342377,Atashinchi,Atashinchi,あたしンち
Atashinchi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,ja,0.9888356,Atashinchi 3D Moie: The butterfly's power is very large.,Atashinchi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,あたしんち ３Ｄ もゔぃえ： じょうねつ の ちょう ちょうのうりょく はは だい ぼうそう
Atashinchi Movie,ja,0.85065544,Atashinchi Movie,Atashinchi Movie,あたしンち もヴィエ
Attack No.1,ja,0.69259554,There was a ck. 1,Attack No.1,あったｃｋ の。１
Attack No.1 (1970),ja,0.69259554,There was a ck. 1 (1970),Attack No.1 (1970),あったｃｋ の。１ （１９７０）
Attack No.1: Namida no Fushichou,ja,1.0,There was a ck. 1: Namida no Fushicho,Attack No.1: Namida no Fushichou,あったｃｋ の。１： なみだ の ふしちょう
Attack No.1: Namida no Kaiten Receive,ja,1.0,There was a ck. 1: Namida no Kaiten Reseii,Attack No.1: Namida no Kaiten Receive,あったｃｋ の。１： なみだ の かいてん れせいゔぇ
Attack No.1: Namida no Sekai Senshuken,ja,1.0,There was a ck. 1: Namida no Sekai Senshuken,Attack No.1: Namida no Sekai Senshuken,あったｃｋ の。１： なみだ の せかい せんしゅけん
Attacker You!,en,1.0,Attacker You!,atakkaakun!,アタッカー君！
Audition,en,0.98951507,Audition,oodishon,オーディション
Aura Battler Dunbine,ha,0.7207618,Aura Battler Dunbine,Aura Battler Dunbine,Aura Battler Dunbine
Aura: Maryuuin Kouga Saigo no Tatakai,ja,1.0,Aura: Maruin's final battle,Aura: Maryuuin Kouga Saigo no Tatakai,あうら： まりゅういん こうが さいご の たたかい
Auto Mommy,en,0.91820204,Auto Mommy,ootomamii,オートマミー
Avenger,en,0.9429497,Avenger,abenjaa,アベンジャー
Avengers Confidential: Black Widow to Punisher,en,1.0,Avengers Confidential: Black Widow to Punisher,abenjaazu・konfidensharu:burakku・uidoukarapanisshaamade,アベンジャーズ・コンフィデンシャル：ブラック・ウィドウからパニッシャーまで
Ayakashi,ja,1.0,Ayakashi,Ayakashi,あやかし
Ayakashi: Japanese Classic Horror,en,0.6368911,Ayakashi: Japanese Classic Horror,ayakashi: nipponnokotenhoraa,あやかし: 日本の古典ホラー
Ayashi no Ceres,ja,0.88273466,Cradle's Seres,Ayashi no Ceres,あやし の せれｓ
Azuki-chan,ja,0.629093,Azuki-chan,Azuki-chan,小豆ーちゃん
Azuki-chan the Movie,en,0.91866106,Azuki-chan the Movie,eigaazukichan,映画あずきちゃん
Azumanga Daioh,sn,0.23127595,Azumanga Daioh,Azumanga Daioh,Azumanga Daioh
B Gata H Kei,ja,0.7082452,B type H type,B Gata H Kei,Ｂ 型 Ｈ 系
B-Densetsu! Battle Bedaman,ja,0.9175801,B-Legend! Punishment Bedman,B-Densetsu! Battle Bedaman,Ｂー伝説！ 罰ｔぇ べだまん
B-Densetsu! Battle Bedaman Enkon,ja,0.96347123,B-Legend! Punishment Bedaman Grudge,B-Densetsu! Battle Bedaman Enkon,Ｂー伝説！ 罰ｔぇ べだまん 怨恨
B-Project: Kodou＊Ambitious,en,0.39981642,B-Project: Kodou＊Ambitious,B-Project:kodou*anbishasu,B-Project：鼓動＊アンビシャス
BAR Kiraware Yasai,ja,0.827831,Place R Hated Vegetables,BAR Kiraware Yasai,場Ｒ 嫌われ 野菜
BT X,en,0.8837065,BT X,BTX,BTX
Bab Mook Ja,ms,0.1447902,Bab Mook Ja,Bab Mook Ja,Bab Mook Ja
Babel Nisei (1973),en,0.42402124,Babel Nisei (1973),baberunisei (1973),バベル二世 (1973)
Babel Nisei (2001),en,0.42402124,Babel Nisei (2001),baberunisei (2001),バベル二世 (2001)
Baby Baachan,bn,0.65178955,Baby Baachan,Baby Baachan,Baby Baachan
Baby Steps,en,0.98941785,Baby Steps,akachannosuteppu,赤ちゃんのステップ
Baby Steps 2nd Season,en,1.0,Baby Steps 2nd Season,beibiisuteppu 2nd shiizun,ベイビーステップ 2nd シーズン
Baccano!,it,0.7622649,Baccano!,Baccano!,Baccano!
Backkom,sv,0.522234,Backkom,Backkom,Backkom
Backkom 2,sv,0.522234,Backkom 2,Backkom 2,Backkom 2
Backkom Meogeujan Yeohaeng,hi,0.1752041,Backkom Meogeujan Yeohaeng,Backkom Meogeujan Yeohaeng,Backkom Meogeujan Yeohaeng
Backkom Sports,en,0.56987584,Backkom Sports,bakkukomusupootsu,バックコムスポーツ
Backstage Idol Story,en,0.7663744,Backstage Idol Story,bakkusuteejiaidorusutoorii,バックステージアイドルストーリー
Bad Badtz-Maru no Ore no Pochi wa Sekaiichi,ja,1.0,Place d Place dt ~ circle of my pochi sum the best in the world,Bad Badtz-Maru no Ore no Pochi wa Sekaiichi,場ｄ 場ｄｔ〜丸 の 俺 の ポチ 和 世界一
Badaui Jeonseol Jangbogo,en,0.20872077,Badaui Jeonseol Jangbogo,Badaui Jeonseol Jangbogo,Badaui Jeonseol Jangbogo
Baguda-jou no Touzoku,ja,1.0,Thief in the Bug Field,Baguda-jou no Touzoku,バグだー場 の 盗賊
Baka Baka Baka na Sekai,ha,0.40045428,Baka Baka Baka na Sekai,Baka Baka Baka na Sekai,Baka Baka Baka na Sekai
Baka to Test to Shoukanjuu,ja,0.7195864,"Baka, hand st and summoned beast",Baka to Test to Shoukanjuu,バカ と 手ｓｔ と 召喚獣
Baka to Test to Shoukanjuu Ni!,ja,0.8926238,"For idiots, hand sts, and summoned beasts!",Baka to Test to Shoukanjuu Ni!,バカ と 手ｓｔ と 召喚獣 に！
Bakegyamon,en,0.44343182,Bakegyamon,bakegyamon,バケギャモン
Bakemono no Ko,ja,1.0,monster child,Bakemono no Ko,化け物 の 子
Bakemonogatari,ja,0.959139,Bakemonogatari,Bakemonogatari,化物語
Bakkyuu HIT! Crash Bedaman,en,0.38766405,Bakkyuu HIT! Crash Bedaman,bakutamaHIT!kurasshubiidaman,爆球HIT！クラッシュビーダマン
Baku Tech! Bakugan,ja,0.23999391,Baku Tech! Bakugan,Baku Tech! Bakugan,Baku Tech! Bakugan
Baku Tech! Bakugan Gachi,ja,0.71828914,Baku te ch! Bakugan prone,Baku Tech! Bakugan Gachi,ばく てｃｈ！ ばくがん がち
Bakugan Battle Brawlers,en,0.5327,Bakugan Battle Brawlers,bakumarubatoruburooraazu,爆丸バトルブローラーズ
Bakugan Battle Brawlers: Gundalian Invaders,en,0.47682998,Bakugan Battle Brawlers: Gundalian Invaders,bakumarubatoruburooraazu gandarian'inbeedaazu,爆丸バトルブローラーズ ガンダリアンインベーダーズ
Bakugan Battle Brawlers: Mechtanium Surge,en,0.6152314,Bakugan Battle Brawlers: Mechtanium Surge,bakumarubatoruburooraazu mekutaniumusaaji,爆丸バトルブローラーズ メクタニウムサージ
Bakugan Battle Brawlers: New Vestroia,om,0.6409211,Bakugan Battle Brawlers: New Vestroia,Bakugan Battle Brawlers: New Vestroia,Bakugan Battle Brawlers: New Vestroia
Bakukyuu Renpatsu! Super Bedaman,ja,1.0,Bakkyu Renpatsu! Super Bedaman,Bakukyuu Renpatsu! Super Bedaman,ばくきゅう れんぱつ！ すぺｒ べだまん
Bakuman.,ny,0.95669293,Bakuman.,Bakuman.,Bakuman.
Bakuman. 2nd Season,ar,0.26278976,Bakuman. 2nd Season,Bakuman. 2nd Season,Bakuman. 2nd Season
Bakuman. 3rd Season,ar,0.2540053,Bakuman. 3rd Season,Bakuman. 3rd Season,Bakuman. 3rd Season
Bakumatsu Gijinden Roman,ja,1.0,Bakumatsu Anthropomorphic Romance,Bakumatsu Gijinden Roman,幕末 擬人電 ロマン
Bakumatsu Rock,ja,1.0,Bakumatsu road ck,Bakumatsu Rock,幕末 路ｃｋ
Bakumatsu no Spasibo,ja,0.95990705,S Pacibo at the end of the Edo period,Bakumatsu no Spasibo,幕末 の Ｓパシボ
Bakuon!!,ja,0.9696862,Bakuon! !,Bakuon!!,ばくおん！！
Bakuretsu Hunters,ja,1.0,explosion step rs,Bakuretsu Hunters,爆裂 踏んてｒｓ
Bakuretsu Tenshi,ja,1.0,explosion angel,Bakuretsu Tenshi,爆裂 天使
Bakusou Kyoudai Lets and Go,ja,0.6001622,Bakusou Brothers Ets Plan D After,Bakusou Kyoudai Lets and Go,爆走 兄弟 ぇｔｓ 案ｄ 後
Bakusou Kyoudai Lets and Go MAX,en,0.6277728,Bakusou Kyoudai Lets and Go MAX,bakusoukyoudairettsu&gooMAX,爆走兄弟レッツ＆ゴーMAX
Bakusou Kyoudai Lets and Go WGP,ja,0.53978115,Bakusou Brothers Ets Plan D Go WGP,Bakusou Kyoudai Lets and Go WGP,爆走 兄弟 ぇｔｓ 案ｄ ご ＷＧＰ
Bakusou Kyoudai Lets and Go!! WGP Bousou Mini Yonku Daitsuiseki,ja,1.0,Bakusou Brothers Ets Plan D Words! ! WGP Runaway Mini 4th Ward Big Chase,Bakusou Kyoudai Lets and Go!! WGP Bousou Mini Yonku Daitsuiseki,爆走 兄弟 ぇｔｓ 案ｄ 語！！ ＷＧＰ 暴走 ミニ ４区 大追跡
Bakuten Shoot Beyblade,az,0.15941642,Bakuten Shoot Beyblade,Bakuten Shoot Beyblade,Bakuten Shoot Beyblade
Bakuten Shoot Beyblade 2002,az,0.15941642,Bakuten Shoot Beyblade 2002,Bakuten Shoot Beyblade 2002,Bakuten Shoot Beyblade 2002
Bakuten Shoot Beyblade G Revolution,en,0.3157233,Bakuten Shoot Beyblade G Revolution,Bakuten Shoot Beyblade G Revolution,Bakuten Shoot Beyblade G Revolution
Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,ja,0.65982765,Bakuten SHOOT BABYBADE TEE MOIE: Gekito! ! Takao vs. earth,Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,ばくてん しょおｔ べｙｂぁで てぇ もゔぃえ： げきとう！！ たかお ｖｓ。 だいち
Bakuto Sengen Daigander,da,0.27512553,Bakuto Sengen Daigander,Bakuto Sengen Daigander,Bakuto Sengen Daigander
Bamboo Bears,en,1.0,Bamboo Bears,banbuubeaazu,バンブーベアーズ
Bamboo Blade,en,0.79719996,Bamboo Blade,banbuubureedo,バンブーブレード
Bananya,hi,1.0,Bananya,Bananya,Bananya
Band of Ninja,en,0.77022016,Band of Ninja,ninjanobando,忍者のバンド
Bannou Bunka Neko-Musume (1998),ja,0.98936105,Universal Culture Neko Musume (1998),Bannou Bunka Neko-Musume (1998),万能 文化 猫ー娘 （１９９８）
Bannou Yasai Ninninman,ja,0.5809605,Versatile Vegetable Human Rhyme Man,Bannou Yasai Ninninman,万能 野菜 人韻マン
Bao Lian Deng,zh-CN,0.9761534,Bao Lian Deng,Bao Lian Deng,Bao Lian Deng
Bara Bara Film,sv,0.81770784,Bara Bara Film,Bara Bara Film,Bara Bara Film
Bara no Hana to Joe,ja,0.94191647,rose flower and joe,Bara no Hana to Joe,バラ の 花 と ジョエ
Barakamon,ja,1.0,Barakamon,Barakamon,ばらかもん
Barbapapa,fr,0.37271273,Barbapapa,Barbapapa,Barbapapa
Barbapapa (1977),fr,0.37271273,Barbapapa (1977),Barbapapa (1977),Barbapapa (1977)
Barbapapa Sekai wo Mawaru,ja,0.5189663,Travel around the world,Barbapapa Sekai wo Mawaru,場ｒ場パパ 世界 を 回る
Bari Bari Densetsu (1987),ja,1.0,Bali Bali Legend (1987),Bari Bari Densetsu (1987),バリ ばり 伝説 （１９８７）
Barom One,sk,0.6667925,Barom One,Barom One,Barom One
Bartender,en,1.0,Bartender,baatendaa,バーテンダー
Basilisk: Kouga Ninpou Chou,el,0.32849452,Basilisk: Kouga Ninpou Chou,Basilisk: Kouga Ninpou Chou,Basilisk: Kouga Ninpou Chou
Basquash!,en,0.4677576,Basquash!,basukasshu!,バスカッシュ！
Batain Lai!! Minami no Shima no Mizu Monogatari,ja,1.0,Bata member Hey! ! South Island Water Story,Batain Lai!! Minami no Shima no Mizu Monogatari,バタ員 ぁい！！ 南 の 島 の 水 物語
Baton,en,0.98039216,Baton,baton,バトン
Batsu and Terry,ja,0.87479764,X plan d Toru ry,Batsu and Terry,バツ 案ｄ 徹ｒｙ
Battery,en,1.0,Battery,batterii,バッテリー
Battle Athletess Daiundoukai (TV),en,0.7629924,Battle Athletess Daiundoukai (TV),batoruasuriitodaiundoukai(TV),バトルアスリート大運動会（TV）
Battle Programmer Shirase,en,0.48544037,Battle Programmer Shirase,batorupuroguramaashirase,バトルプログラマーシラセ
Battle Spirits: Brave,en,1.0,Battle Spirits: Brave,batorusupirittsu:bureibu,バトルスピリッツ：ブレイブ
Battle Spirits: Burning Soul,en,1.0,Battle Spirits: Burning Soul,batorusupirittsu baaningusouru,バトルスピリッツ バーニングソウル
Battle Spirits: Heroes,en,1.0,Battle Spirits: Heroes,batorusupirittsu:hiiroozu,バトルスピリッツ:ヒーローズ
Battle Spirits: Shounen Gekiha Dan,ja,0.4684287,Batte Spirits: Shonen Gekiha Dan,Battle Spirits: Shounen Gekiha Dan,ばっｔぇ Ｓぴりｔｓ： しょうねん げきは だん
Battle Spirits: Shounen Toppa Bashin,ja,0.38733554,Batte Spirits: Shonen Toppa Basin,Battle Spirits: Shounen Toppa Bashin,ばっｔぇ Ｓぴりｔｓ： しょうねん とっぱ ばしん
Battle Spirits: Sword Eyes,en,1.0,Battle Spirits: Sword Eyes,batorusupirittsu:soodoaizu,バトルスピリッツ：ソードアイズ
Battle Spirits: Sword Eyes Gekitouden,en,0.6050993,Battle Spirits: Sword Eyes Gekitouden,batorusupirittsu soodoaizugekitouden,バトルスピリッツ ソードアイズ激闘伝
Bayonetta: Bloody Fate,en,0.66452694,Bayonetta: Bloody Fate,beyonetta:buraddei・feito,ベヨネッタ：ブラッディ・フェイト
Beast Saga,et,0.3783119,Beast Saga,Beast Saga,Beast Saga
Beast Wars Neo,en,0.9244691,Beast Wars Neo,biisutouoozuneo,ビーストウォーズネオ
Beast Wars Second Chou Seimeitai Transformers,en,0.5830071,Beast Wars Second Chou Seimeitai Transformers,biisutouoozudai2dan chouseimeikaradatoransufoomaa,ビーストウォーズ第2弾 超生命体トランスフォーマー
Beast Wars Second: LioConvoy in Imminent Danger!,en,1.0,Beast Wars Second: LioConvoy in Imminent Danger!,biisutouoozudainidan raiokonboikikiippatsu!,ビーストウォーズ第二弾 ライオコンボイ危機一髪！
Beautiful Name,en,1.0,Beautiful Name,utsukushiinamae,美しい名前
Beck,en,0.98955613,Beck,bekku,ベック
Beelzebub,en,1.0,Beelzebub,beruzebabu,ベルゼバブ
Beer Mukashi Mukashi,ja,0.96617085,bae r old days old days,Beer Mukashi Mukashi,ベエｒ 昔 昔
Beet the Vandel Buster,en,0.71372855,Beet the Vandel Buster,biito・za・vuanderubasutaa,ビート・ザ・ヴァンデルバスター
Beet the Vandel Buster Excellion,en,0.7957056,Beet the Vandel Buster Excellion,vuanderubasutaaekuserionwotaosu,ヴァンデルバスターエクセリオンを倒す
Beluga,en,1.0,Beluga,shiroiruka,シロイルカ
Ben-To,en,0.66702324,Ben-To,ben・too,ベン・トー
Benkei tai Ushiwaka,ja,0.7450443,Benkei Obi Ushiwaka,Benkei tai Ushiwaka,弁慶 帯 牛若
Berserk,en,1.0,Berserk,beruseruku,ベルセルク
Berserk (2016),en,1.0,Berserk (2016),beruseruku (2016),ベルセルク (2016)
Berserk: Ougon Jidai-hen I - Haou no Tamago,ja,0.76072544,Berserk: The egg of the first generation,Berserk: Ougon Jidai-hen I - Haou no Tamago,べｒせｒｋ： おうごん じだいーへん い ー はおう の たまご
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,ja,0.5204645,Berserk: I'm sorry for the inconvenience.,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,べｒせｒｋ： おうごん じだいーへん いい ー どｌｄれｙ こうりゃく
Berserk: Ougon Jidai-hen III - Kourin,ja,0.40789154,Berserk: It's good to be a good person - Korin,Berserk: Ougon Jidai-hen III - Kourin,べｒせｒｋ： おうごん じだいーへん いいい ー こうりん
Betterman,en,0.86573106,Betterman,yoriyoiotoko,より良い男
Big Order (TV),en,0.97206044,Big Order (TV),bigguoodaa (TV),ビッグオーダー (TV)
Big X,en,1.0,Big X,bigguX,ビッグX
Bihada Ichizoku,ja,0.9461238,beautiful skin family,Bihada Ichizoku,美肌 一族
Bikini Warriors,en,0.38228735,Bikini Warriors,bikini・uoriaazu,ビキニ・ウォリアーズ
Bikkuriman,ja,1.0,Bikkuriman,Bikkuriman,ビックリマン
Binan Koukou Chikyuu Bouei-bu LOVE!,ht,0.21979311,Binan Koukou Chikyuu Bouei-bu LOVE!,Binan Koukou Chikyuu Bouei-bu LOVE!,Binan Koukou Chikyuu Bouei-bu LOVE!
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,ht,0.17856744,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!
Binbou Shimai Monogatari,ja,0.98214155,poverty sisters story,Binbou Shimai Monogatari,貧乏 姉妹 物語
Binbougami ga!,ja,0.9860242,God of poverty is!,Binbougami ga!,貧乏神 が！
Binchou-tan,zh-CN,0.6345493,Binchou-tan,Binchou-tan,Binchou-tan
Binzume Yousei,ja,0.96983755,bottling request,Binzume Yousei,瓶詰め 要請
Biohazard: Damnation,en,1.0,Biohazard: Damnation,baiohazaado: damuneeshon,バイオハザード: ダムネーション
Biohazard: Degeneration,en,0.9830669,Biohazard: Degeneration,baiohazaado: dijienereeshon,バイオハザード: ディジェネレーション
Birthday Boy,en,0.9606448,Birthday Boy,tanjoubinootokonoko,誕生日の男の子
Bishoujo Senshi Sailor Moon,ja,0.8821104,Beautiful girl warrior festival mone,Bishoujo Senshi Sailor Moon,美少女 戦士 祭ぉｒ も音
Bishoujo Senshi Sailor Moon Crystal Season III,en,0.58089614,Bishoujo Senshi Sailor Moon Crystal Season III,bishoujosenshiseeraamuunCrystal Season III,美少女戦士セーラームーンCrystal Season III
Bishoujo Senshi Sailor Moon R,ja,0.8175802,Beautiful girl warrior festival o r also on R,Bishoujo Senshi Sailor Moon R,美少女 戦士 祭ぉｒ もオン Ｒ
Bishoujo Senshi Sailor Moon R: The Movie,en,0.70443875,Bishoujo Senshi Sailor Moon R: The Movie,gekijouban bishoujosenshiseeraamuunR,劇場版 美少女戦士セーラームーンR
Bishoujo Senshi Sailor Moon S,ja,0.7299336,Beautiful girl warrior festival also on S,Bishoujo Senshi Sailor Moon S,美少女 戦士 祭ぉｒ もオン Ｓ
Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,ja,1.0,Bishojo Sensei Saiormoon S: Kaguya Hime no Koibito,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,びしょうじょ せんし さいぉｒ もおん Ｓ： かぐや ひめ の こいびと
Bishoujo Senshi Sailor Moon SuperS,ja,0.73302937,Beautiful Girl Warrior Festival Also On SuperS,Bishoujo Senshi Sailor Moon SuperS,美少女 戦士 祭ぉｒ もオン スペｒＳ
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,ja,0.98214155,Bishojo Senshi Saior MOON SuperS: Saior 9 Saior Shuuketsu! Back Dream Hoe no Kiseki,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,びしょうじょ せんし さいぉｒ もおん すぺｒＳ： さいぉｒ ９ せんし しゅうけつ！ Ｂぁｃｋ Ｄれあｍ ほぇ の きせき
Bishoujo Senshi Sailor Moon: Sailor Stars,en,0.4647543,Bishoujo Senshi Sailor Moon: Sailor Stars,bishoujosenshiseeraamuun seeraasutaazu,美少女戦士セーラームーン セーラースターズ
Bishoujo Yuugi Unit Crane Game Girls,ja,0.45009091,Beautiful girl Yugi Uni t C etc. Eyes technique rls,Bishoujo Yuugi Unit Crane Game Girls,美少女 遊戯 ウニｔ Ｃ等ね が目 技ｒｌｓ
Bit the Cupid,en,1.0,Bit the Cupid,kyuupiddowokamu,キューピッドを噛む
Black Blood Brothers,en,1.0,Black Blood Brothers,burakku・buraddo・burazaazu,ブラック・ブラッド・ブラザーズ
Black Bullet,en,0.98834705,Black Bullet,kuroidangan,黒い弾丸
Black Cat,en,1.0,Black Cat,kuroneko,黒猫
Black Jack (TV),en,1.0,Black Jack (TV),burakku・jakku (terebi),ブラック・ジャック (テレビ)
Black Jack 21,en,1.0,Black Jack 21,burakku・jakku21,ブラック・ジャック21
Black Jack the Movie,en,1.0,Black Jack the Movie,eiga(burakku・jakku),映画「ブラック・ジャック」
Black Jack: Futari no Kuroi Isha,ja,1.0,Back Jack: Two black people,Black Jack: Futari no Kuroi Isha,Ｂぁｃｋ じゃｃｋ： ふたり の くろい いしゃ
