name,english,japanese,kanji
Bab Mook Ja,Bab Mook Ja,Bab Mook Ja,Bab Mook Ja
Babel Nisei (1973),Babel Nisei (1973),baberunisei (1973),バベル二世 (1973)
Babel Nisei (2001),Babel II: Beyond Infinity,babiru2yo,バビル２世
Baby Baachan,Baby Grandma,beibeebaachan,ベイベーばあちゃん
Baby Steps,Baby Steps,beibiisuteppu,ベイビーステップ
Baby Steps 2nd Season,Baby Steps 2nd Season,beibiisuteppu dai2shiriizu,ベイビーステップ 第2シリーズ
Baccano!,Baccano!,bakkaano!,バッカーノ！
Backkom,Bernard,Backkom,Backkom
Backkom 2,Bernard,Backkom 2,Backkom 2
Backkom Meogeujan Yeohaeng,My Friend Bernard,Backkom Meogeujan Yeohaeng,Backkom Meogeujan Yeohaeng
Backkom Sports,Bernard,bakkukomusupootsu,バックコムスポーツ
Backstage Idol Story,Backstage Idol Story,bakkusuteeji・aidoru・sutoorii,バックステージ・アイドル・ストーリー
Bad Badtz-Maru no Ore no Pochi wa Sekaiichi,Place d Place dt ~ circle of my pochi sum the best in the world,Bad Badtz-Maru no Ore no Pochi wa Sekaiichi,バッドばつ丸のオレのポチは世界一
Badaui Jeonseol Jangbogo,Badaui Jeonseol Jangbogo,Badaui Jeonseol Jangbogo,Badaui Jeonseol Jangbogo
Baguda-jou no Touzoku,Burglars of Baghdad Castle,Baguda-jou no Touzoku,馬具田城の盗賊
Baka Baka Baka na Sekai,Crazy World,bakabakabakanasekai,馬鹿馬鹿馬鹿な世界
Baka to Test to Shoukanjuu,Baka & Test - Summon the Beasts,Baka to Test to Shoukanjuu,バカとテストと召喚獣
Baka to Test to Shoukanjuu Ni!,Baka & Test – Summon the Beasts 2,Baka to Test to Shoukanjuu Ni!,バカとテストと召喚獣 にっ！
Bakegyamon,Bakegyamon,bakegyamon,バケギャモン
Bakemono no Ko,The Boy and the Beast,Bakemono no Ko,バケモノの子
Bakemonogatari,Bakemonogatari,Bakemonogatari,化物語
Bakkyuu HIT! Crash Bedaman,Bakkyuu HIT! Crash Bedaman,bakutamaHIT!kurasshubiidaman,爆球HIT！クラッシュビーダマン
Baku Tech! Bakugan,Baku Tech! Bakugan,Baku Tech! Bakugan,Baku Tech! Bakugan
Baku Tech! Bakugan Gachi,Baku te ch! Bakugan prone,Baku Tech! Bakugan Gachi,爆TECH!爆丸ガチ
Bakugan Battle Brawlers,Bakugan Battle Brawlers,bakumarubatoruburooraazu,爆丸バトルブローラーズ
Bakugan Battle Brawlers: Gundalian Invaders,Bakugan: Gundalian Invaders,bakumarubatoruburooraazu Gundalian Invaders,爆丸バトルブローラーズ Gundalian Invaders
Bakugan Battle Brawlers: Mechtanium Surge,Bakugan: Mechtanium Surge,bakumarubatoruburooraazu Mechtanium Surge,爆丸バトルブローラーズ Mechtanium Surge
Bakugan Battle Brawlers: New Vestroia,Bakugan: New Vestroia,bakumarubatoruburooraazu New Vestroia,爆丸バトルブローラーズ New Vestroia
Bakukyuu Renpatsu! Super Bedaman,Bakkyu Renpatsu! Super Bedaman,Bakukyuu Renpatsu! Super Bedaman,ばくきゅう れんぱつ！ すぺｒ べだまん
Bakuman.,Bakuman.,bakuman.,バクマン。
Bakuman. 2nd Season,Bakuman Season 2,bakuman.2ndshiizun,バクマン。2ndシーズン
Bakuman. 3rd Season,Bakuman Season 3,bakuman.,バクマン。
Bakumatsu Gijinden Roman,Bakumatsu Gijinden Roman,Bakumatsu Gijinden Roman,幕末義人伝 浪漫
Bakumatsu Rock,Samurai Jam -Bakumatsu Rock-,Bakumatsu Rock,幕末Rock
Bakumatsu no Spasibo,S Pacibo at the end of the Edo period,Bakumatsu no Spasibo,幕末のスパシーボ
Bakuon!!,Bakuon!!,Bakuon!!,ばくおん!!
Bakuretsu Hunters,Sorcerer Hunters,Bakuretsu Hunters,爆れつハンター
Bakuretsu Tenshi,Burst Angel,Bakuretsu Tenshi,爆裂 天使
Bakuten Shoot Beyblade,Beyblade,bakutenshuuto beibureedo,爆転シュート　ベイブレード
Bakuten Shoot Beyblade 2002,Beyblade V-Force,bakutenshuuto beibureedo2002,爆転シュート　ベイブレード2002
Bakuten Shoot Beyblade G Revolution,Beyblade G Revolution,bakutenshuuto beibureedoGreboryuushon,爆転シュート　ベイブレードＧレボリューション
Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,Beyblade the Movie: Decisive Battle! Takao VS Daichi,Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,爆転シュート ベイブレード THE MOVIE 激闘！！タカオＶＳ大地
Bakuto Sengen Daigander,Bakuto Sengen Daigander,Bakuto Sengen Daigander,Bakuto Sengen Daigander
Bamboo Bears,Bamboo Bears,banbuu・beaazu,バンブー・ベアーズ
Bamboo Blade,Bamboo Blade,banbuubureedo,バンブーブレード
Bananya,Bananya,bananya,ばなにゃ
Band of Ninja,Band of Ninja,ninjanobando,忍者のバンド
Bannou Bunka Neko-Musume (1998),All Purpose Cultural Cat Girl Nuku Nuku TV,Bannou Bunka Neko-Musume (1998),万能文化猫娘
Bannou Yasai Ninninman,Versatile Vegetable Human Rhyme Man,Bannou Yasai Ninninman,万能野菜 ニンニンマン
Bao Lian Deng,Lotus Lantern,Bao Lian Deng,Bao Lian Deng
Bara Bara Film,Bara Bara Film,barabarafirumu,バラバラフィルム
Bara no Hana to Joe,rose flower and joe,Bara no Hana to Joe,バラの花とジョー
Barakamon,Barakamon,Barakamon,ばらかもん
Barbapapa,Barbapapa,baabapapa,バーバパパ
Barbapapa (1977),Barbapapa (1977),baabapapa (1977),バーバパパ (1977)
Barbapapa Sekai wo Mawaru,Barbapapa Around the World,Barbapapa Sekai wo Mawaru,バーバパパ　世界をまわる
Bari Bari Densetsu (1987),Bali Bali Legend (1987),Bari Bari Densetsu (1987),バリバリ伝説
Barom One,Barom 1,baromuwan,バロムワン
Bartender,Bartender,baatendaa,バーテンダー
Basilisk: Kouga Ninpou Chou,Basilisk,bajirisuku koukaninpouchou,バジリスク 甲賀忍法帖
Basquash!,Basquash!,basukasshu!,バスカッシュ！
Batain Lai!! Minami no Shima no Mizu Monogatari,Bata member Hey! ! South Island Water Story,Batain Lai!! Minami no Shima no Mizu Monogatari,パッテンライ!!　～南の島の水ものがたり～
Baton,Baton,baton,バトン
Battery,Battery,batterii,バッテリー
Battle Athletess Daiundoukai (TV),Battle Athletes Victory,batoruasuriitesudaiundoukai,バトルアスリーテス大運動会
Battle Programmer Shirase,Battle Programmer Shirase,batorupuroguramaashirase,バトルプログラマーシラセ
Battle Spirits: Brave,Battle Spirits: Brave,batorusupirittsu bureivu,バトルスピリッツ ブレイヴ
Battle Spirits: Burning Soul,Battle Spirits: Burning Soul,batorusupirittsurekkatamashii<baaningusouru>,バトルスピリッツ烈火魂〈バーニングソウル〉
Battle Spirits: Heroes,Battle Spirits: Heroes,batorusupirittsu haou(hiiroozu),バトルスピリッツ 覇王（ヒーローズ）
Battle Spirits: Shounen Gekiha Dan,Batte Spirits: Shonen Gekiha Dan,Battle Spirits: Shounen Gekiha Dan,バトルスピリッツ 少年激覇ダン
Battle Spirits: Shounen Toppa Bashin,Batte Spirits: Shonen Toppa Basin,Battle Spirits: Shounen Toppa Bashin,バトルスピリッツ 少年突破バシン
Battle Spirits: Sword Eyes,Battle Spirits: Sword Eyes,batorusupirittsu soodoaizu,バトルスピリッツ ソードアイズ
Battle Spirits: Sword Eyes Gekitouden,Battle Spirits: Sword Eyes Gekitouden,batorusupirittsu soodoaizugekitouden,バトルスピリッツ ソードアイズ激闘伝
Bayonetta: Bloody Fate,Bayonetta: Bloody Fate,beyonetta buraddeifeito,ベヨネッタ ブラッディフェイト
Beast Saga,Beast Saga,biisutosaaga,ビーストサーガ
Beast Wars Neo,Beast Wars Neo,biisutouoozuneo,ビーストウォーズネオ
Beast Wars Second Chou Seimeitai Transformers,Beast Wars Second Chou Seimeitai Transformers,biisutouoozuⅡ(sekando) chouseimeikaradatoransufoomaa,ビーストウォーズⅡ（セカンド） 超生命体トランスフォーマー
Beast Wars Second: LioConvoy in Imminent Danger!,Beast Wars Second: LioConvoy in Imminent Danger!,biisutouoozudainidan raiokonboikikiippatsu!,ビーストウォーズ第二弾 ライオコンボイ危機一髪！
Beautiful Name,Beautiful Name,byuuteifuru・neemu,ビューティフル・ネーム
Beck,Beck: Mongolian Chop Squad,bekku,ベック
Beelzebub,Beelzebub,beruzebabu,べるぜバブ
Beer Mukashi Mukashi,bae r old days old days,Beer Mukashi Mukashi,ビールむかしむかし
Beet the Vandel Buster,Beet the Vandel Buster,biito・za・vuanderubasutaa,ビート・ザ・ヴァンデルバスター
Beet the Vandel Buster Excellion,Beet the Vandel Buster Excellion,vuanderubasutaaekuserionwotaosu,ヴァンデルバスターエクセリオンを倒す
Beluga,Beluga,beeruga,ベールガ
Ben-To,Ben-To,ben・too,ベン・トー
Benkei tai Ushiwaka,Benkei Obi Ushiwaka,Benkei tai Ushiwaka,べんけい対ウシワカ
Berserk,Berserk (2016),beruseruku,ベルセルク
Berserk (2016),Berserk (2016),beruseruku (2016),ベルセルク (2016)
Berserk: Ougon Jidai-hen I - Haou no Tamago,Berserk: The Golden Age Arc I - The Egg of the King,Berserk: Ougon Jidai-hen I - Haou no Tamago,ベルセルク 黄金時代篇Ⅰ 覇王の卵
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Berserk: The Golden Age Arc II - The Battle for Doldrey,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,ベルセルク 黄金時代篇Ⅱ ドルドレイ攻略
Berserk: Ougon Jidai-hen III - Kourin,Berserk: The Golden Age Arc III - The Advent,Berserk: Ougon Jidai-hen III - Kourin,ベルセルク 黄金時代篇Ⅲ 降臨
Betterman,Betterman,betaaman,ベターマン
Big Order (TV),Big Order (TV),bigguoodaa,ビッグオーダー
Big X,Big X,bigguX,ビッグX
Bihada Ichizoku,beautiful skin family,Bihada Ichizoku,美肌一族
Bikini Warriors,Bikini Warriors,bikini・uoriaazu,ビキニ・ウォリアーズ
Bikkuriman,Bikkuriman,Bikkuriman,ビックリマン
Binan Koukou Chikyuu Bouei-bu LOVE!,Cute High Earth Defense Club LOVE!,binankoukouchikyuuboueibuLOVE!,美男高校地球防衛部LOVE!
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,Cute High Earth Defense Club LOVE! LOVE!,binankoukouchikyuuboueibuLOVE!LOVE!,美男高校地球防衛部LOVE！LOVE！
Binbou Shimai Monogatari,poverty sisters story,Binbou Shimai Monogatari,貧乏姉妹物語
Binbougami ga!,Good Luck Girl!,Binbougami ga!,貧乏神が!
Binchou-tan,Binchou-tan,binchoutan,びんちょうタン
Binzume Yousei,Bottle Fairy,Binzume Yousei,瓶詰妖精
Biohazard: Damnation,Biohazard: Damnation,baiohazaado damuneeshon,バイオハザード ダムネーション
Biohazard: Degeneration,Biohazard: Degeneration,baiohazaado dijienereeshon,バイオハザード ディジェネレーション
Birthday Boy,Birthday Boy,tanjoubinootokonoko,誕生日の男の子
Bishoujo Senshi Sailor Moon,Sailor Moon,Bishoujo Senshi Sailor Moon,美少女戦士セーラームーン
Bishoujo Senshi Sailor Moon Crystal Season III,Pretty Guardian Sailor Moon Crystal Season III,bishoujosenshiseeraamuunCrystal daisanki＜desu・basutaazuhen＞,美少女戦士セーラームーンCrystal　第３期＜デス・バスターズ編＞
Bishoujo Senshi Sailor Moon R,Sailor Moon R,Bishoujo Senshi Sailor Moon R,美少女戦士セーラームーン R
Bishoujo Senshi Sailor Moon R: The Movie,Sailor Moon R: The Movie - The Promise of the Rose,bishoujosenshiseeraamuunR THE MOVIE,美少女戦士セーラームーンＲ THE MOVIE
Bishoujo Senshi Sailor Moon S,Sailor Moon S,Bishoujo Senshi Sailor Moon S,美少女戦士セーラームーン S
Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,Bishojo Sensei Saiormoon S: Kaguya Hime no Koibito,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,びしょうじょ せんし さいぉｒ もおん Ｓ： かぐや ひめ の こいびと
Bishoujo Senshi Sailor Moon SuperS,Sailor Moon SuperS,Bishoujo Senshi Sailor Moon SuperS,美少女戦士セーラームーン Super S
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,Sailor Moon SuperS the Movie: Black Dream Hole,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,美少女戦士 セーラームーン SuperS セーラー9戦士集結! ブラック・ドリーム・ホールの奇跡
Bishoujo Senshi Sailor Moon: Sailor Stars,Sailor Moon Sailor Stars,bishoujosenshiseeraamuun seeraasutaazu,美少女戦士セーラームーン セーラースターズ
Bishoujo Yuugi Unit Crane Game Girls,Crane Game Girls,Bishoujo Yuugi Unit Crane Game Girls,美少女遊戯ユニットクレーンゲール Crane Game Girls
Bit the Cupid,Bit the Cupid,bitto・za・kyuupiddo,ビット・ザ・キューピッド
Black Blood Brothers,Black Blood Brothers,burakku・buraddo・burazaazu,ブラック・ブラッド・ブラザーズ
Black Bullet,Black Bullet,burakku・buretto BLACK BULLET [kuronojuudan],ブラック・ブレット　BLACK BULLET　［黒の銃弾］
Black Cat,Black Cat,kuroneko,黒猫
Black Jack (TV),Black Jack (TV),burakkujakku,ブラックジャック
Black Jack 21,Black Jack 21,burakku・jakku21,ブラック・ジャック21
Black Jack the Movie,Black Jack: The Movie,burakkuburakkujakku gekijouban,ブラック･ジャック 劇場版
Black Jack: Futari no Kuroi Isha,Black Jack: The Two Doctors of Darkness,Black Jack: Futari no Kuroi Isha,ブラック・ジャック ふたりの黒い医者
Black Jack: Heian Sento,Black Jack: Grandma,burakku・jakku obaachan,ブラック・ジャック おばあちゃん
Black Lagoon,Black Lagoon,burakku・raguun,ブラック・ラグーン
Black Lagoon: The Second Barrage,Black Lagoon: The Second Barrage,burakku・raguun:dainidanmaku,ブラック・ラグーン：第二弾幕
Black★Rock Shooter (TV),Black Rock Shooter,burakku★rokkushuutaa,ブラック★ロックシューター
Blade,Blade,bureido,ブレイド
Blade of the Immortal,Blade of the Immortal,fumetsunoha,不滅の刃
Blassreiter,Blassreiter,burasureitaa,ブラスレイター
BlazBlue: Alter Memory,BlazBlue: Alter Memory,bureiburuu orutaamemorii,ブレイブルー オルターメモリー
Bleach,Bleach,BLEACH - buriichi -,BLEACH - ブリーチ -
Bleach Movie 1: Memories of Nobody,Bleach the Movie: Memories of Nobody,gekijouban BLEACH MEMORIES OF NOBODY,劇場版 BLEACH MEMORIES OF NOBODY
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,Bleach the Movie: The DiamondDust Rebellion,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,劇場版 BLEACH The DiamondDust Rebellion もう一つの氷輪丸
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,Bleach the Movie: Fade to Black,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,劇場版 BLEACH Fade to Black 君の名を呼ぶ
Bleach Movie 4: Jigoku-hen,Bleach the Movie: Hell Verse,Bleach Movie 4: Jigoku-hen,Ｂぇあｃｈ もゔぃえ ４： じごくーへん
Blocker Gundan IV Machine Blaster,Blocker Gundan IV Machine Blaster,burokkaagundanⅣmashiinburasutaa,ブロッカー軍団Ⅳマシーンブラスター
Blood Lad,Blood Lad,buraddoraddo,ブラッドラッド
Blood+,Blood+,buraddopurasu,ブラッドプラス
Blood-C,Blood-C,buraddoshii,ブラッドシー
Blood-C: The Last Dark,Blood-C: The Last Dark,gekijouban buraddoshii za rasuto daaku,劇場版 ブラッドシー ザ ラスト ダーク
Blood: The Last Vampire,Blood: The Last Vampire,BLOOD THE LAST VAMPIRE (buraddo za rasuto vuanpaia),BLOOD THE LAST VAMPIRE (ブラッド ザ ラスト ヴァンパイア)
Blossom,Blossom,Blossom,Blossom
Blue Dragon,Blue Dragon,buruu・doragon,ブルー・ドラゴン
Blue Dragon: Tenkai no Shichi Ryuu,Blue Dragon: Trials of the Seven Shadows,Blue Dragon: Tenkai no Shichi Ryuu,BLUE DRAGON 天界の七竜
Blue Drop: Tenshi-tachi no Gikyoku,Blue Drop,Blue Drop: Tenshi-tachi no Gikyoku,BLUE DROP ～天使達の戯曲～
Blue Gender,Blue Gender,buruujiendaa,ブルージェンダー
Blue Gender: The Warrior,Blue Gender: The Warrior,buruujiendaa: senshi,ブルージェンダー: 戦士
Blue Remains,Blue Remains,buruurimein,ブルーリメイン
Blue Seed,Blue Seed,buruushiido,ブルーシード
Bobby ni Kubittake,I lost my head,Bobby ni Kubittake,ボビーに首ったけ
Bobobo-bo Bo-bobo,Bobobo-bo Bo-bobo,boboboobo・boobobo,ボボボーボ・ボーボボ
Boku dake ga Inai Machi,ERASED,Boku dake ga Inai Machi,僕だけがいない街
"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e",Please Save My Earth Movie: From Alice to Rin-kun,"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e",ぼくの地球を守って～亜梨子から、輪くんへ～
Boku no Hero Academia,My Hero Academia,Boku no Hero Academia,僕のヒーローアカデミア
Boku no Son Gokuu,My village gift,Boku no Son Gokuu,ぼくの孫悟空
Bokura ga Ita,We are the board,Bokura ga Ita,僕等がいた
Bokura wa Minna Kawaisou,I feel sorry for all of us.,Bokura wa Minna Kawaisou,僕ら 和 みんな かわいそう
Bokurano,Ours,Bokurano,ぼくらの
Bomberman B-Daman Bakugaiden,Bomberman B-Daman Bakugaiden,Bomberman B-Daman Bakugaiden,B[ボンバーマン]ビーダマン爆外伝
Bomberman B-Daman Bakugaiden V,Bomberman B-Daman Bakugaiden V,Bomberman B-Daman Bakugaiden V,Bomberman B-Daman Bakugaiden V
Bomberman Jetters,Bomberman Jetters,bonbaaman jiettaazu,ボンバーマン ジェッターズ
Bonobono (TV),Bonobono,bonobono,ぼのぼの
Boogiepop wa Warawanai: Boogiepop Phantom,Boogiepop wa Warawanai: Boogiepop Phantom,Boogiepop wa Warawanai: Boogiepop Phantom,Boogiepop wa Warawanai: Boogiepop Phantom
Boruto: Naruto the Movie,Boruto: Naruto the Movie,Boruto: Naruto the Movie,BORUTO -NARUTO THE MOVIE-
Bosco Daibouken,Bosco Adventure,Bosco Daibouken,ボスコアドベンチャー
Bouken Dankichi: Hyouryuu no Maki,Dankichi on a Tropical Island,Bouken Dankichi: Hyouryuu no Maki,冒険ダン吉～漂流の巻～
Bouken Gabotenjima,Adventure on the Gaboten Island,Bouken Gabotenjima,冒険ガボテン島
Bouken Korobokkuru,adventure korobokkuru,Bouken Korobokkuru,冒険コロボックル
Bouken Yuuki Pluster World,Adventure Hero Pluster World,boukenyuukipurasutaawaarudo,冒険遊記プラスターワールド
Boukensha: The Man Was from Spain,Christopher Columbus,boukensha-THE MAN WAS FROM SPAIN-,冒険者－THE MAN WAS FROM SPAIN－
Boukyaku no Senritsu,The Melody of Oblivion,Boukyaku no Senritsu,忘却の旋律
Boys Be...,Boys Be...,booizu・bii,ボーイズ・ビー
Brain Powerd,Brain Powerd,burenpawaado,ブレンパワード
Brave 10,Brave 10,bureibu・ten,ブレイブ・テン
Brave Beats,Brave Beats,bureibubiitsu,ブレイブビーツ
Brave Story,Brave Story,bureibu・sutoorii,ブレイブ・ストーリー
Break Blade,Broken Blade,bureiku bureido,ブレイク ブレイド
Break Blade 1: Kakusei no Toki,Brea k Bade 1: At the time of hiding,Break Blade 1: Kakusei no Toki,Ｂれあｋ Ｂぁで １： かくせい の とき
Break Blade 2: Ketsubetsu no Michi,Brea k Bade 2: Ass road,Break Blade 2: Ketsubetsu no Michi,Ｂれあｋ Ｂぁで ２： けつべつ の みち
Break Blade 3: Kyoujin no Ato,Breaak Bade 3: After Kyojin,Break Blade 3: Kyoujin no Ato,Ｂれあｋ Ｂぁで ３： きょうじん の あと
Break Blade 4: Sanka no Chi,Break Blade 4: Sanka no Chi,Break Blade 4: Sanka no Chi,Break Blade 4: Sanka no Chi
Break Blade 5: Shisen no Hate,Brea k Bade 5: The end of the story,Break Blade 5: Shisen no Hate,Ｂれあｋ Ｂぁで ５： しせん の はて
Break Blade 6: Doukoku no Toride,Brea k Bade 6: In the fort,Break Blade 6: Doukoku no Toride,Ｂれあｋ Ｂぁで ６： どうこく の とりで
Brigadoon: Marin to Melan,Brigadoon,burigadoon marintomeran,ブリガドーン まりんとメラン
Btooom!,BTOOOM!,Btooom!,Btooom!
